,body,clusters_0,sentiment_positive_score,sentiment_negative_score,sentiment_combined_score,sentiment_summary,published_date,post_type,total_engagement,comments,shares,likes,author_gender,followers
50,"If this doesn't break your heart, nothing ever will😰😰😭😭 ''In NIGER State, the poor hapless citizens managed to raise N25m to settle the ransom demands of BANDITS. They sent the money but alas the Bandits say the parents paid to the wrong Bandits. They punished them by raising",Income Tax,3.585903201,5.588990706,-0.790361926,negative,2021-07-28,Reposts,0,0,0,0,Unknown,1280
51,"I *HEAVILY* dislike this dynamic where everything bad that happens in the US is compared to lowerincome countries. In the US many people can’t afford rent and other bills, the pandemic made it worse. I’ve had to boil water to bathe with in the US without storms having happened.",Poor People,2.891547309,5.707620678,-1.026584073,negative,2021-02-19,Reposts,0,0,0,0,Unknown,1261
52,"New vlog As the Prime Minister talks about levelling up, he has chosen to level down the incomes of 5.5 million of Britain’s poorest families. This isn’t Build Back Better, it’s breaking a lifeline for millions of workers, carers & disabled people. , CPC21 ,",Low Income Families,3.469856771,3.590693009,-0.380805496,negative,2021-10-06,Reposts,0,0,0,0,Unknown,881
53,"The Tories say low pay is the individual’s fault, to “work harder” or “get a different job”. But the problem is a system that rewards exploitation enabling British billionaires to rake in over £100bn profit from COVID, while the people who got us through it earn poverty wages.",Mental Health,3.596987749,4.933343734,-0.662493832,negative,2021-10-03,Reposts,0,0,0,0,Male,395
54,This includes a majority of Republicans. Trump and his cronies risk alienating the majority of republicans by their bad loser tactics. The more the Republican cheating tactics come to light (eg paying a postal worker to lie) the truer that will be.,Wage Growth,3.111404021,5.442822733,-0.905797323,negative,2020-11-11,Reposts,0,0,0,0,Male,296
113,", You can't sit in a government who: 🔺deny millions wage support 🔺deny poor kids food 🔺never enforced masks to make opening up safe 🔺neglected NHS for years so more people died 🔺had longer lockdown due to doing it late then act surprised people are sad & poor during lockdown.",Poor Pay,2.843600297,4.301985414,-0.760579271,negative,2021-02-15,Reposts,0,0,0,0,Unknown,297237
48,"Students at Oberlin, which costs $80,000/year to attend, are angry and scared that the lowpaid servants sent to fix their radiators are cis men. Perfect illustration of how shitty identity leftism doesn't just ignore class repression but reinforces it: ,",Low Income Families,4.733257255,4.349932426,-0.262120298,neutral,2021-10-19,Reposts,0,0,0,0,Male,2380
322,"@11Nizzy , I really don't understand how that's poor spending, we're paying less than what villa paid for Buendia 🤷🏻‍♂️, Ramsdale isn't amazing but we need homegrown and the market is thin",Small Businesses,2.23607233,2.672249311,-0.524773244,negative,2021-08-17,Reposts,0,0,0,0,Male,121
323,"Bus franchising is now inevitable, but what will be interesting is to see how these politicians succeed with their promises. Low fares? No route cuts? No frequency cuts? Patronage increases? Something tells me they're going to struggle, and the tax payer will pay the burden.",Rich People,4.674408937,3.687416069,-0.109396827,neutral,2021-03-26,Reposts,0,0,0,0,Male,119
328,"It's not a shortage of drivers but a failure to pay them a living wage. WAGES ARE TOO LOW, READ MY LIPS!! New recruits = rinse and repeat!! m25 m11 drivershortage ,",Cost of Living,6.226300341,4.615985696,-0.04731671,neutral,2021-08-26,Reposts,0,0,0,0,Unknown,101
548,"UK govt’s claim of levellingup has no substance. People’s incomes are depressed in real terms. The poor and retirees are targeted for income reduction. There is no effective strategy for longterm investment in productive assets to raise productivity. ,",Low Income Families,4.244432719,3.24946592,-0.079456065,neutral,2021-10-09,Reposts,0,0,0,0,Unknown,10185
549,"If Oxfam has an intrinsic problem with whiteness then it should shut down. Because it's about the whitest organisation there ever was the epitome of ""white saviour"" activity. If that's a bad thing get out of the way, hand in your salaries and let new brands run the NGO sector.",Public Sector Pay,1.788857864,5.277455326,-1.428440275,negative,2021-06-30,Reposts,0,0,0,0,Female,6906
550,"So the cycle continues. We have had austerity since 2010 with the poor & ordinary people continuously paying back an imaginary ""debt"". This cycle will continue as we ""pay back"" more imaginary ""debt"" from COVID. The national budget is NOT a household budget. Wake up & fight this!",National Insurance,3.596987749,3.728513508,-0.382486462,negative,2020-11-27,Reposts,0,0,0,0,Unknown,6807
551,"Ahead of the budget, people will be looking to the Chancellor's announcement of a pay rise to help them through tough times. Instead they'll be bitterly disappointed to see almost half of any rise snatched away before it even reaches their bank accounts⬇️ , ,",Government Support,3.596987749,3.728513508,-0.382486462,negative,2021-10-25,Reposts,0,0,0,0,Male,2391
552,"Damning graphic from , on the Tory tax hike, which will leave low and middle income families hundreds of pounds worse off on top of the £1040 cuts to Universal Credit and soaring cost of Brexit Marr ,",Government Support,5.035782849,3.47562018,0.024222473,neutral,2021-10-03,Reposts,0,0,0,0,Female,26358
553,"FirstGroup’s biggest shareholder demands resignation of CEO not because bus/train fares are high, worker wages are low or excessive executive pay, but because shareholders want more. Shareholder capitalism can't deliver fairness, far less social justice. ,",Social Care,4.196485707,2.944297162,0.007803714,neutral,2021-07-27,Reposts,0,0,0,0,Unknown,8329
554,"Clearly since the EU workers left, we don't have enough people to do the jobs. Labour say pay more and they will magically arrive thanks Labour!🙄 The Tories say that wage rises lead to inflation thanks Tories. Soon we won't be able to afford the things that aren't available!",Pay Rises,4.978246434,2.212596787,0.464337274,positive,2021-09-14,Reposts,0,0,0,0,Unknown,6436
555,"Unite Community members and supporters join in the national slow hand clap in protest of our NHS workers receiving a 1% pay rise. All NHS workers deserve better than a rise of 1%, we stand with them today and every day. WithNHSStaff NHSPayRiseNow ,",Poor Pay,4.92071002,3.533156595,-0.015312448,neutral,2021-03-11,Reposts,0,0,0,0,Unknown,25139
556,"Only 50% know main symptoms, less than a quarter seek a test if they have symptoms, only 50% properly isolate if ill. Lower income & caring responsibilities (e.g children) make isolating harder. Need to fix if we want to open safely as we vaccinate! ,",Low Income Families,3.32962267,4.411794601,-0.627996151,negative,2021-04-01,Reposts,0,0,0,0,Male,23048
557,"Furlough ends today as does the £20 UC uplift, we know , members as well as millions of other low paid key workers have struggled to survive the last 18months removing both on the same day is cruel and will push millions further into poverty Shame on the Tories",Poor Pay,3.0269297,2.346537499,-0.091965621,neutral,2021-09-30,Reposts,0,0,0,0,Male,10893
558,"Slow income growth in Scotland means Scottish income tax revenues only £100m above where they would be without devolution despite £450m of tax rises. Spending per head 30% above England is almost entirely due to generosity of Barnett formula. New , ,",Wage Growth,4.517858663,1.153996424,1.018233475,positive,2021-04-01,Reposts,0,0,0,0,Unknown,10269
562,"There has been a shocking increase in child poverty since 2010 and alarmingly, most of this increase is in *households where someone is working* (but trapped in low pay, high housing costs and loss of benefits). In some BME households, well over half the children are in poverty ,",Low Income Families,1.927698206,4.774135302,-1.253459808,negative,2021-02-12,Reposts,0,0,0,0,Unknown,24300
564,"Red Herring 2: VC salaries probably should be high: if they had similar levels of responsibility in the forprofit sector, they'd be doubled, tripled or more. The problem is that their pay goes up, often with little oversight, while staff are being underpaid and overworked. 8/",Public Sector Pay,1.318853056,5.015538612,-1.682351944,negative,2021-01-18,Reposts,0,0,0,0,Unknown,6358
565,This government blames GPs for the shortage of face to face doctor appointments. It blames business for low wages; disabled people for being too disabled to work; refugees for dying in perilous sea crossings; the public for catching Covid. 10 out of 10 for scapegoating 🤨,Public Sector Pay,1.490714887,7.257096978,-1.929297679,negative,2021-10-14,Reposts,0,0,0,0,Unknown,4557
547,"See, the trouble with being a pensioner is that your income has NO chance of rising through better wages etc. Sunak has ignored the Triple Lock. Another MANIFESTO PROMISE BROKEN ~ funny, nobody mentions this But then, we are only bloody oldies! poverty r4today Budget21 wato ,",State Pension,3.514792871,5.015538612,-0.70213381,negative,2021-10-28,Reposts,0,0,0,0,Female,14788
546,"Politicians who tell you nurses are only worth 12.1% pay rises are enemies of the working class. Our nurses suffered a 7.4% pay cut over the last decade. In addition, they lost 1,199 health workers to CV19. Do not dare tell me they are not worth a proper pay rise. 15% Now!!!",Pay Rises,1.895733531,6.194832374,-1.530683195,negative,2021-05-03,Reposts,0,0,0,0,Male,49974
545,", They are misusing goverment money to cover Abiy Ahmed Isias Afwerke war crimes ;mostly the funds they are using for lobbying are Loans and grants which will be paid by poor Ethiopia tax payer;",Government Support,1.788857864,5.277455326,-1.428440275,negative,2021-04-09,Reposts,0,0,0,0,Male,4
531,"""The immediate risk we should be concerned about is not the inflationary risk of pay being too high, but the impact of low pay on our individual, societal and broader economic resilience."" The Mais lecture delivered by , tonight: ,",Mental Health,2.075433447,2.944297162,-0.696273702,negative,2021-01-13,Reposts,0,0,0,0,Male,120
497,", , IFS says millions of us will be worse off in 2022 amid rising costs, higher taxes, negating small wage increases, & lowincome families will feel ""real pain"" as the cost of living is set to increase faster than benefit payments. Even Sunak admits families are already under strain",Low Income Families,3.699580745,3.869009801,-0.391352698,negative,2021-11-03,Reposts,0,0,0,0,Male,569
998,We should avoid this patter like the plague. The demand is a 1015% pay rise and compromise is accepting that a big chunk of the increase will be negated by inflation. Scotland is not a country where workers can bargain for their own wages across the board.,House Prices,4.083817502,2.638727663,0.090161768,neutral,2021-03-25,Reposts,0,0,0,0,Unknown,1971
502,"What’s more insulting & worrying is that the Govt will be back to playing off NHS staff payrise against patient care by refusing to fund the increase, it’ll be taken from the health service. Guardian view on public sector pay: inadequate and insulting ,",Social Care,3.764867197,3.932263618,-0.390076247,negative,2021-07-23,Reposts,0,0,0,0,Female,480
507,"Yet we know offsetting has a really poor record and that doing it badly can be rubbish for biodiversity and local people. It just gives a free pass to corporates who think they can pay their way out of the climate crisis and continue to pollute 5/7 ,",Small Businesses,1.927698206,3.869009801,-1.043245548,negative,2021-01-28,Reposts,0,0,0,0,Unknown,387
509,", , Farm margins are low and farming is risky. An indifferent summer or a dry spring might mean you lose your family’s land. Paying money losing wages to British workers who are unlikely to wish to pick for many seasons is a poor business decision. 3",Small Businesses,1.118036165,5.442822733,-1.929297679,negative,2021-07-17,Reposts,0,0,0,0,Male,381
510,"my mum's ex paid £2000 for his website ('polish love island') immediately after they broke up. 'down bad' doesn't even begin to cover it. sometimes we read it together for a giggle ,",Government Support,1.490714887,6.156630472,-1.764847422,negative,2021-10-22,Reposts,0,0,0,0,Male,379
512,"This is somehow worse than we could have imagined. And it WAS preventable. More than one indecent exposure claim. He was a clear risk to the women he was paid to protect. God, Sarah’s poor family ,",Government Support,2.478469122,2.482585843,-0.348233206,negative,2021-09-29,Reposts,0,0,0,0,Unknown,363
566,"A rise in the National Living Wage to £9.50 would be very welcome – especially given low earners have been the hardest hit by the crisis. However, the high headline increase would be a smaller real rise than some recent years, and won't compensate for the £20 a week cut to UC. 🧵 ,",Cost of Living,2.262839288,2.557453141,-0.46896514,negative,2021-11-01,Reposts,0,0,0,0,Female,2036
517,"Climate change = insurance risk. Insurance is one of the forefront impacts of our ClimateCrisis and consumers already pay for the risk accordingly or cannot afford the increased rates. We might as well pay for a carbon price. Think about it. nswflood ,",National Insurance,2.307992848,2.765745984,-0.527505734,negative,2021-03-27,Reposts,0,0,0,0,Unknown,286
519,", I don’t crave a wage rise, but 4% equates to about £80 a month for me which is bloody brilliant! And they are backdating it to December which will be a tidy wee boost to a lot of people. Bravo SNP 👌👌",Government Support,5.792927564,2.523683282,0.484344743,positive,2021-03-25,Reposts,0,0,0,0,Female,235
521,"A great thread on how costs of education disadvantage low income students, especially Black and Brown students. It also just happens to be beautifully written by the homie , 😘 ,",Low Income Families,6.150887524,2.23607233,0.665301891,positive,2020-11-29,Reposts,0,0,0,0,Female,206
522,"This looks really good RaggedTrouseredPhilanthropist Robert Tressel. With extortionate punishing rents, unaffordable housing , minimum wages and worsening working conditions and still being told to blame it all on lazy poor people and foreigners shows we've regressed 110 years",Poor Pay,1.025774599,3.837045127,-1.665828129,negative,2021-08-21,Reposts,0,0,0,0,Male,201
524,"The economic impact of the pandemic is incredibly catastrophic, especially on lowincome and daily earners. The Covid19 pandemic and its financial impact has pushed about 32 million Indians out of the middle class, undoing years of economic gains. ,",Low Income Families,4.978246434,3.533156595,-0.003687574,neutral,2021-03-18,Reposts,0,0,0,0,Unknown,169
527,", He can't understand it's not a pay cut, it's a freeze. Supermarket & other essential staff have also worked tirelessly. This poor old whining civil servant feels under valued, but still has a job. Welcome to the real world Robert...",Public Sector Pay,4.924316956,1.766578297,0.678567475,positive,2020-11-28,Reposts,0,0,0,0,Unknown,157
528,"Those in the 20,000 salary bracket have a lower threshold to insolvency, will statistically have less (or no) savings, will have additional costs like extortionate rent and pay a greater portion of their monthly budget on essential bills, etc.",Poor Pay,5.687200594,3.562999081,0.121041921,neutral,2021-09-08,Reposts,0,0,0,0,Unknown,145
529,"Great to hear government say Bristol and North Somerset going down to Tier 2 from Saturday. This is good news for firms being able to trade, but... Many will still have much lower incomes, and the Tier 2 grant support package is MUCH weaker & less generous. A looming problem.",Low Income Families,4.424345946,1.632133186,0.650661006,positive,2020-12-17,Reposts,0,0,0,0,Female,130
518,"Banning employees from working in more than one care home without guaranteeing wages will plunge thousands of lowincome families into poverty, trigger staff shortages and put residents at risk, says UNISON , ,",Low Income Families,4.265400445,4.87419888,-0.479993281,negative,2020-12-07,Reposts,0,0,0,0,Female,271
567,"Used to like Gary Barlow. Until he avoided tax. I have no time for millionaires who don't want to pay their fair share. That means taking money from schools, poor communities and hungry children. Scum.",Income Tax,2.843600297,4.64071708,-0.836371528,negative,2021-02-20,Reposts,0,0,0,0,Female,1691
569,"The decision to end the £20 uplift to UC in October will see the UK’s poorest families seeing their income fall just as unemployment rises, and leave the basic level of unemployment benefit at its lowest level since the early 1990s. Budget2021 ,",Government Support,6.659245341,1.846394278,0.936197877,positive,2021-03-04,Reposts,0,0,0,0,Unknown,872
640,"The true scale of this horror show. Cladding is one part of the issue, poor build quality with missing fire breaks another. A system that created broken homes and now breaking people making them pay for the faults of others. , mhclg ,",Leaseholding,1.788857864,5.277455326,-1.428440275,negative,2020-12-16,Reposts,0,0,0,0,Unknown,601
641,Unbelievable the expenses that some MPs are claiming ON TOP of their salary while … NHS is struggling Education is struggling People have to use foodbanks and struggle to pay bills / uniforms etc And so on. The rich get richer While the poor get poorer,Rich People,2.891547309,2.89635015,-0.348233206,negative,2021-09-06,Reposts,0,0,0,0,Male,558
644,", , This pay rise is a blatant pre election bribe. They haven't offered more than 1 or 2% for the 14 years we've suffered under them. It also will stoke divisions between people here and in England all part of the cunning divide and rule plan by Sturgeon.",Government Support,2.23607233,6.596819157,-1.428440275,negative,2021-03-25,Reposts,0,0,0,0,Unknown,540
648,", Not a living wage. Little to no benefits. Stressful work environment. Socially looked down upon. Often involves company attempting to gaslight employees. Bad hours. No PTO. Union busting. but sure It's extended unemployment.",Long Hours,1.490714887,6.10868346,-1.757029073,negative,2021-05-02,Reposts,0,0,0,0,Unknown,323
649,", Astonishing that Tories took us through 10yrs of austerity, draining money from NHS/Social care, presses ahead with Brexit bad deal (now losing £600m p/w), splashes billions to Tory donors/mates and then forces younger/poorer people to pay for the mismanagement.",Poor Pay,5.035782849,3.47562018,0.024222473,neutral,2021-09-09,Reposts,0,0,0,0,Male,321
651,"Things we learned from COVID: Lowwage jobs like retail, delivery, refuse collection, health & education are more important than the high salary ones. The UK economy depends entirely on inflated house prices and the sale of coffee & takeaways. The Govt wants us dead.",House Prices,3.66761607,2.931919626,-0.122689082,neutral,2021-10-03,Reposts,0,0,0,0,Unknown,287
652,Snotty message in my inbox from someone I thought better of. Yeah I pay a cleaner. Yeah I sometimes go out for coffee. No I don’t give people on benefits a ‘bad name’. The nice things I have or do are usually because someone has gifted/helped me. 1/2,Government Support,4.537575002,0.993809924,1.172028452,positive,2021-06-05,Reposts,0,0,0,0,Unknown,266
638,Preparing for my friend’s funeral I was warned that deposits have to be made to secure orders because prices increase by the day. The Naira is sliding. Wages are stagnant. We’re on the road to economic damnation fueled by loans. The time for farreaching reforms is NOW,House Prices,5.093319263,3.533156595,0.019164451,neutral,2021-09-15,Reposts,0,0,0,0,Male,622
655,"Got to love Conservative Party policy making: Starve disadvantaged kids,begrudge the poorest £20 by trying to enrage tax payers, while feasting and getting drunk on subsidised food&drink and throwing money at their mates for failed contracts,also paid for by tax payers🤷‍♀️Go figure",Poor Pay,1.788857864,7.021754057,-1.714009291,negative,2021-01-19,Reposts,0,0,0,0,Unknown,250
667,"COVID19 has most affected workers who were already vulnerable minorities, women, younger workers, and workers with lower educational attainment or income. Unless bold action is taken, the postpandemic recovery will further exacerbate inequality. , ,",Low Income Families,3.111404021,2.172262613,0.012731185,neutral,2021-02-07,Reposts,0,0,0,0,Male,71
668,", , Park thoughts of conspiracy or ""bad people"", think of how we go through life. Try: ""Mencentred society"". That help? So many places to start thinking about it. Childcare. Housework. Salaries. Policing. Assault. Harrassment. Management positions. Healthcare. Media. Etc.",Leaseholding,1.025774599,3.900974476,-1.682351944,negative,2021-03-11,Reposts,0,0,0,0,Unknown,64
672,"Today’s vote against restoring the UKAid budget is a devastating blow for the world’s poorest people, who are already living on the edge of survival due to extreme poverty, climate change, and Covid19. We pay tribute to those across the political spectrum who opposed the cuts.",Mental Health,2.797657138,5.743190153,-1.065806091,negative,2021-07-13,Reposts,0,0,0,0,Unknown,49
679,"He does not know and he does not care. Many low paid workers will be paying higher national insurance and lose £20 per week from universal credit as the cost of living crisis hits home. Folk being driven into poverty as a political choice by , and his Government.",Government Support,3.14736428,4.617472854,-0.729855778,negative,2021-10-03,Reposts,0,0,0,0,Unknown,7531
680,"“The way we stop transmission is to get people selfisolated… people in deprived areas and lowpaid jobs have been less likely to be able to afford to selfisolate.” Independent Sage’s , says the government's financial support ""has not been enough"" Newsnight ,",Poor Pay,5.140732137,1.118036165,1.179048196,positive,2021-01-06,Reposts,0,0,0,0,Unknown,115242
681,"⚡️🌈💙 TONIGHT!! Enough of Matt Hancock lying that there was never a shortage of PPE. WE WERE THERE. Enough of this Governments dodgy deals and cronyism. And enough of poor pay for all NHS workers! Please support our NHSPay15 TWITTERSTORM tonight! ,",Poor Pay,4.564606999,1.118036165,1.060185108,positive,2021-02-25,Reposts,0,0,0,0,Unknown,2467
682,"The planned national insurance hike and attack on state pension to pay for Covid looks set to be one of the most audacious assaults on the poor in living memory. Once again, low income families will shoulder the burden of a crisis that has lined the pockets of the rich.",National Insurance,1.277755617,5.015538612,-1.714009291,negative,2021-09-07,Reposts,0,0,0,0,Male,4356
656,"This is an important victory. Trump's radical Title X gag rule restricted access to abortion and reproductive care for millions—especially for lowincome communities & people of color. I'm glad the BidenHarris administration reversed this awful policy. ,",Low Income Families,5.875122442,2.523683282,0.498433856,positive,2021-10-06,Reposts,0,0,0,0,Male,245
496,"Banning employees from working in more than one care home without guaranteeing wages will plunge thousands of lowincome families into poverty, trigger staff shortages and put residents at risk, says , today ,",Low Income Families,4.265400445,4.87419888,-0.479993281,negative,2020-12-04,Reposts,0,0,0,0,Unknown,583
635,"Great to see , calling for an EMERGENCY MEETING with Deliveroo over the SHOCKINGLY LOW PAY its riders receive‼️ If Will Shu is seriously wanting to EndChildPoverty then he can start by PAYING RIDERS FAIRLY so they can support their family👏 ,",Government Support,5.104771878,2.172262613,0.507832871,positive,2021-03-28,Reposts,0,0,0,0,Male,670
632,", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Your kids live in the very best time to be alive. Just 250 years ago, lifespans were halved, half of all children died before age 10 life was a grinding misery. Why is income disparity bad? In a free market, people get rich by providing you goods and services that you want.",Government Support,4.126068079,3.226489061,-0.100643244,neutral,2021-10-21,Reposts,0,0,0,0,Male,796
570,"On a limited income and live in the OldSwan area? Then the , Food club [£3.50 for 10 items] is open Tuesday's 12:002:00pm for unemployed, retired w/ pension credits, low wage/disabled/ vulnerable bring ID All necessary precautions are taken to ensure your safety. ,",Cost of Living,6.659245341,1.846394278,0.936197877,positive,2021-01-12,Reposts,0,0,0,0,Unknown,791
571,"Colleges offer opportunities to people of all ages & walks of life, empowering them to explore new training & career paths. Replacing college lecturers with poorerpaid, lower qualified staff isn't acceptable. That's why I support the , strike.",Public Sector Pay,6.716781755,1.846394278,0.944800846,positive,2021-03-31,Reposts,0,0,0,0,Female,540
597,"Good local governance, including support and space for UrbanPoor organisations & federations, can considerably reduce poverty, even if people’s actual incomes are not increasing 👉Don't miss 🆕, blog by , & ,. , EndPoverty",Leaseholding,3.14736428,2.208222872,0.007803714,neutral,2021-08-11,Reposts,0,0,0,0,Unknown,61066
601,"And of course, even if some do see a wage rise, that can easily get eaten up by inflation, benefit cuts and tax rises. But it's a slippery thing to define, and imagine trying to argue against rising wages being a good thing if the Tories pin their colours to ""Make Wages Rise""!",Pay Rises,4.797701254,2.564780721,0.279690321,neutral,2021-10-04,Reposts,0,0,0,0,Unknown,7336
602,"My social care company carries out an annual survey asking what we think of working for them. Every year the concerns are low pay and no sick pay They are struggling to recruit at the mo, and the CEO put out an email yesterday asking why we thought no one wants to work for them!",Statutory Sick Pay,4.113982629,2.137799449,0.308040974,neutral,2021-10-22,Reposts,0,0,0,0,Female,6815
634,"It's high time Zimbabweans must know the truth and face reality and know the reality. If sanctions doesn't hurt the poor why , and its paid activists do not want them removed because it has proven beyond doubt that they hurt the majority. , ,",Small Businesses,2.535278884,2.390351103,-0.287710206,neutral,2021-09-25,Reposts,0,0,0,0,Unknown,750
605,"Your taxes are going up. Your rent is going up. Your bills are going up. Your commute is more expensive. And yet your wages are stagnant. If you're in the public sector, they've fallen in real terms. This isn't everyone paying their share: it is an attack on working people.",Public Sector Pay,2.307992848,6.668739675,-1.407626228,negative,2021-09-07,Reposts,0,0,0,0,Male,4427
609,", , Let’s not forget the huge rises in the cost of living ie massive rises in fuel costs, food, gas, oil, electricity, council tax and the NI increase. Rising costs which will obliterate any benefit to those receiving the pay increases 🙄",Council Tax,4.67092614,1.490714887,0.795527984,positive,2021-10-26,Reposts,0,0,0,0,Unknown,3455
612,"Billionaires and millionaires who refuse to pay UK tax, given billions in furlough and lucrative contracts $20 million did immunity test 37 billion failed test and trace Economic crash biggest G7 because they mishandled virus Tories will make poorest pay marr",State Pension,2.843600297,5.75556769,-1.051670311,negative,2021-03-28,Reposts,0,0,0,0,Unknown,3222
614,", , It's wrong on so many counts. Brexit is about deregulation and lower standards. Look at the measures the govt first took to alleviate the HGV crisis, longer hours easier tests. Wage increases were an unintended consequences and only represents temporary leverage.",Long Hours,3.183324539,2.244183131,0.00301092,neutral,2021-10-05,Reposts,0,0,0,0,Unknown,2907
615,"Solidarity with all library workers, especially those on frontline lowpaid contracts at the sharp edge of this public health crisis, which is also a sectoral leadership crisis. ProtectLibraryWorkers ProtectCommunities JoinAUnion GetOrganised ,",Mental Health,4.193479927,4.488366262,-0.414531444,negative,2021-01-05,Reposts,0,0,0,0,Unknown,2735
626,"Literally just go fuck yourselves you bunch of cunts, wages have been in decline for 40 years while costs increase. Stop addressing workers as though they are naughty children and try talking about real problems that people face ,",Wage Growth,1.538661899,5.851461714,-1.682351944,negative,2021-08-10,Reposts,0,0,0,0,Unknown,1069
629,", If care came under a national umbrella these inequalities could begin to be addressed. There absolutely should be public outrage at the lowwages care staff are paid. It’s an indicator of a very sick nation that we value profits above people. Things need to change.",Social Care,3.207786249,2.02979051,0.111074876,neutral,2021-03-06,Reposts,0,0,0,0,Unknown,944
631,Lmaooo! Buynowpaylater in a society micro loan start up have resorted to harassing the contacts on the phone of debtors to get their money back. I hate this approach but the truth is we have bad credit habit in the country. Have you tried getting a friend to pay back a loan?,Government Support,4.162028338,4.352636026,-0.391352698,negative,2021-08-30,Reposts,0,0,0,0,Male,843
608,", , Diet is important, vital. But money plays a part in this. You can only get what you can afford. Poverty and inadequate low pay play a huge role in obesity in many different ways.",Poor People,4.196485707,2.944297162,0.007803714,neutral,2021-01-26,Reposts,0,0,0,0,Unknown,3942
684,"Wage growth? Almost 1 in 5 working households live in poverty the highest ever. Nurses have had a real terms pay cut. Community carers earn less than the minimum wage. The minimum wage isn’t a real living wage, and under 23s don’t even earn that. ,",Minimum Wage Increase,5.093319263,3.533156595,0.019164451,neutral,2021-10-03,Reposts,0,0,0,0,Unknown,2469
494,"EXCLUSIVE: Bus drivers have risked their lives on the pandemic's frontline but are still battling against poor protection, pay cuts, unsafe working practices and sparse toilet facilities. Here they describe having to work with Covid 👇 , via ,",Mental Health,2.891547309,4.44582645,-0.77674761,negative,2021-01-11,Reposts,0,0,0,0,Male,631
487,"This is utterly disgraceful. Workers in some of our biggest supermarkets are forced to rely on benefits just to survive, due to criminally low wages. We need a RealLivingWage NOW ✊🌹🐝🚩 , , , , ,",Mental Health,2.891547309,4.349932426,-0.754942141,negative,2021-10-15,Reposts,0,0,0,0,Female,739
377,"We , show a typical lowincome family will be £1,750 worse off by April as living costs soar and government storms ahead with the £20 UniversalCredit cut. Social security support was inadequate before the pandemic, but it's about to get much worse. ,",Low Income Families,2.096739964,4.352636026,-1.076971495,negative,2021-09-22,Reposts,0,0,0,0,Unknown,1717
378,"The answer to this question is easy: everything in conservative neoclassicism economic orthodoxy is wrong. Worsethe opposite of true. Tax cuts for the rich actually kill growth. Raising wages doesn’t kill jobs, it creates them. ,",Poor Pay,2.132700223,4.388596286,-1.068194126,negative,2021-02-03,Reposts,0,0,0,0,Male,74795
379,", Once in every generation a child thinks it can invent a perpetual motion machine. , thinks he has invented a racist pay policy where skill shortages contrived by Brexit “cause” wage increases. The money markets are not fooled. Sterling is falling despite the Bank 1/",House Prices,2.88513235,4.933343734,-0.883019817,negative,2021-10-05,Reposts,0,0,0,0,Unknown,15657
380,", Comrades forget poverty ,forget food banks, forget energy crisis,forget your appalling low pay, failing NHS & public services. Rise up comrades I give you a vision of a new world of lower business rates for the few. , ,",Cost of Living,2.396274244,6.13817396,-1.287185755,negative,2021-10-25,Reposts,0,0,0,0,Female,6629
381,"This is somehow worse than we could have imagined. And it WAS preventable. More than one indecent exposure claim. He was a clear risk to the women he was paid to protect. God, Sarah’s poor family",Government Support,2.478469122,2.482585843,-0.348233206,negative,2021-09-29,Reposts,0,0,0,0,Female,5476
382,"The fact that Democrats want to force banks to report all transactions as low as $600 to the IRS is proof that the real targets of their enhanced tax enforcement legislation are not the rich, but lower and middle income taxpayers. This is a classic government bait and switch!",Rich People,4.756603815,2.523683282,0.287240885,neutral,2021-10-03,Reposts,0,0,0,0,Female,4187
383,"Millions of Us face hardship every month. Universal Credit is a f*cking joke and , Minister is blocking all on ,, public sector pay is abysmal. Without your pay rise you will still eat Angela.. Wanna help Us👇 PROMOTE UniversalBasicIncome and help the rest of Us eat🕊️",Public Sector Pay,4.126068079,3.26244932,-0.111726914,neutral,2021-01-05,Reposts,0,0,0,0,Unknown,3317
384,", Labour are not socialist, you are left leaning liberal globalist, have been since Blair, created to protect British working class, you abandoned them for mass migration, which isn’t socialism, this increased house prices, forced a generation into rental, suppressed low end wages",House Prices,4.244432719,4.44582645,-0.392931194,negative,2021-03-05,Reposts,0,0,0,0,Unknown,2260
385,", , An outstanding legacy of failure creating metropolitan liberal elitist enclaves to raise property values which in turn has raised pollution levels & gridlock for the disadvantaged low income individuals who live within poorer areas of the Hackney Borough 👏🏼👏🏼 ,",Low Income Families,4.196485707,2.992244175,-0.008349818,neutral,2021-01-01,Reposts,0,0,0,0,Unknown,1674
386,", , , , , , , Front line nhs here, I don’t want a pay rise! Not at the moment, I couldn’t look my brother who lost his job and house due to Covid in the eye. I’m the best I’ve ever been financially due to bank, we knew we would care for sick, potentially infectious people when we signed up",Social Care,2.765692463,1.99482945,-0.019841106,neutral,2021-03-06,Reposts,0,0,0,0,Unknown,1587
387,"Riverside local councillors are extremely concerned about the government cuts, rising household costs and low wages that are pushing people into poverty. Please share so people know what help is available , ,",Mental Health,2.437371683,3.687416069,-0.760579271,negative,2021-10-07,Reposts,0,0,0,0,Unknown,1481
388,", , So hard working nurses should reject a pay rise because , want to play politics It's a unions job to stand up for workers unfortunately too many union bosses are too busy looking after themselves to care",Job,1.895733531,3.869009801,-1.059966348,negative,2021-03-31,Reposts,0,0,0,0,Female,1048
